month,gross1,gross5,debt1,net1,net5,ltv1
80,3425.9434965921664,2477.213726625695,0.0,3425.9434965921664,2477.213726625695,0.0
81,3498.846852926569,2516.99748641748,0.0,3498.846852926569,2516.99748641748,0.0
82,3510.3156216798902,2487.9494134082847,0.0,3510.3156216798902,2487.9494134082847,0.0
83,3539.4435156803615,2473.5171849981652,0.0,3539.4435156803615,2473.5171849981652,0.0
84,3488.8323527753246,2444.4178020194404,0.0,3488.8323527753246,2444.4178020194404,0.0
85,3456.4966048616197,2382.8938960359087,0.0,3456.4966048616197,2382.8938960359087,0.0
86,3593.815251908565,2447.6096211382282,0.0,3593.815251908565,2447.6096211382282,0.0
87,3657.9085240296354,2471.0635898387077,0.0,3657.9085240296354,2471.0635898387077,0.0
88,3740.242767363427,2477.5774872663605,0.0,3740.242767363427,2477.5774872663605,0.0
89,3849.4318799147795,2609.6156485779966,0.0,3849.4318799147795,2609.6156485779966,0.0
90,3808.802606251098,2570.6119963784954,0.0,3808.802606251098,2570.6119963784954,0.0
91,3797.131642736974,2572.1425332877593,0.0,3797.131642736974,2572.1425332877593,0.0
92,3804.4742926681292,2588.564476372219,0.0,3804.4742926681292,2588.564476372219,0.0
93,3723.4718363192596,2567.6516752285024,0.0,3723.4718363192596,2567.6516752285024,0.0
94,3734.383152958657,2614.8307983235204,0.0,3734.383152958657,2614.8307983235204,0.0
95,3656.584971506124,2548.943608188495,0.0,3656.584971506124,2548.943608188495,0.0
96,3690.4770379542624,2503.133332652724,0.0,3690.4770379542624,2503.133332652724,0.0
97,3752.504872366437,2513.0108116314223,0.0,3752.504872366437,2513.0108116314223,0.0
98,3656.6969148974586,2447.0418070755377,0.0,3656.6969148974586,2447.0418070755377,0.0
99,3649.4773321063813,2420.2243735501193,0.0,3649.4773321063813,2420.2243735501193,0.0
100,3569.8312810487137,2337.715675093226,0.0,3569.8312810487137,2337.715675093226,0.0
101,3611.745478392259,2313.1260123582506,0.0,3611.745478392259,2313.1260123582506,0.0
102,3787.6593608805797,2463.636126776847,0.0,3787.6593608805797,2463.636126776847,0.0
103,3701.0369677107337,2475.1587485976574,0.0,3701.0369677107337,2475.1587485976574,0.0
104,3810.8441040736875,2518.766438492852,0.0,3810.8441040736875,2518.766438492852,0.0
105,3817.6734994492604,2490.118470761168,0.0,3817.6734994492604,2490.118470761168,0.0
106,3949.9340842179768,2551.4614309976773,0.0,3949.9340842179768,2551.4614309976773,0.0
107,3964.175483380319,2541.3183595077317,0.0,3964.175483380319,2541.3183595077317,0.0
108,3978.714888520577,2531.977776746221,0.0,3978.714888520577,2531.977776746221,0.0
109,3894.634956889084,2420.6705942125336,0.0,3894.634956889084,2420.6705942125336,0.0
110,3872.255344942033,2461.986644047026,0.0,3872.255344942033,2461.986644047026,0.0
111,3944.9694411415794,2537.8978806036876,0.0,3944.9694411415794,2537.8978806036876,0.0
112,3978.2314024767106,2534.0729820443157,0.0,3978.2314024767106,2534.0729820443157,0.0
113,4047.874447301491,2535.4523293531693,0.0,4047.874447301491,2535.4523293531693,0.0
114,4057.4356683738924,2539.4500567365762,0.0,4057.4356683738924,2539.4500567365762,0.0
115,4114.108780831342,2563.9296178866944,0.0,4114.108780831342,2563.9296178866944,0.0
116,4221.035181567352,2604.884789987062,0.0,4221.035181567352,2604.884789987062,0.0
117,4277.703369506709,2642.21511429582,0.0,4277.703369506709,2642.21511429582,0.0
118,4353.299938470054,2695.8081379382566,0.0,4353.299938470054,2695.8081379382566,0.0
119,4419.061797664643,2696.8406317177714,0.0,4419.061797664643,2696.8406317177714,0.0
120,4396.277908326004,2769.5930683576735,0.0,4396.277908326004,2769.5930683576735,0.0
121,4458.121595824438,2716.355948479579,0.0,4458.121595824438,2716.355948479579,0.0
122,4434.520620054348,2743.6524428212824,0.0,4434.520620054348,2743.6524428212824,0.0
123,4462.737540594287,2768.3939599642063,0.0,4462.737540594287,2768.3939599642063,0.0
124,4633.514461679839,2848.8227357681358,0.0,4633.514461679839,2848.8227357681358,0.0
125,4536.791070172461,2738.8313967487193,0.0,4536.791070172461,2738.8313967487193,0.0
126,4467.719614202531,2691.49117344094,0.0,4467.719614202531,2691.49117344094,0.0
127,4463.071581604983,2742.6832731885866,0.0,4463.071581604983,2742.6832731885866,0.0
128,4657.533295847935,2790.4112277699364,0.0,4657.533295847935,2790.4112277699364,0.0
129,4743.973231798186,2838.231944227773,0.0,4743.973231798186,2838.231944227773,0.0
130,4863.824621847882,2912.8058378653823,0.0,4863.824621847882,2912.8058378653823,0.0
131,5006.563379534187,2946.6638875815547,0.0,5006.563379534187,2946.6638875815547,0.0
132,4973.913197518481,2933.5915715306337,0.0,4973.913197518481,2933.5915715306337,0.0
133,4483.177999806755,2669.3338731935446,0.0,4483.177999806755,2669.3338731935446,0.0
134,4471.207809066114,2692.1583933823003,0.0,4471.207809066114,2692.1583933823003,0.0
135,4278.9511747447295,2511.060806933777,0.0,4278.9511747447295,2511.060806933777,0.0
136,4542.62519477057,2704.5106203643263,0.0,4542.62519477057,2704.5106203643263,0.0
137,4692.522643329582,2778.013159961339,0.0,4692.522643329582,2778.013159961339,0.0
138,4867.810901750756,2811.7872574921607,0.0,4867.810901750756,2811.7872574921607,0.0
139,5064.934650007386,2903.8181978111857,0.0,5064.934650007386,2903.8181978111857,0.0
140,4883.483896871932,2809.236216404083,0.0,4883.483896871932,2809.236216404083,0.0
141,5058.071862691706,2905.1858215563066,0.0,5058.071862691706,2905.1858215563066,0.0
142,5153.607819019621,2918.313805549266,0.0,5153.607819019621,2918.313805549266,0.0
143,5151.643554314599,2886.477399565031,0.0,5151.643554314599,2886.477399565031,0.0
144,5179.707337540157,2923.4409836147142,0.0,5179.707337540157,2923.4409836147142,0.0
145,5204.603386341297,2818.729333648751,5.396052621041543,5199.2073337202555,2818.729333648751,0.0010367845963445892
146,5363.490835983606,2903.740336786056,5.409360742510578,5358.081475241096,2903.740336786056,0.0010085522485130823
147,5530.526596890961,2959.754835245263,5.422701685397318,5525.103895205563,2959.754835245263,0.0009805036808693303
148,5555.2876649169375,2931.2862395029533,5.436075530648234,5549.85158938629,2931.2862395029533,0.0009785407810613375
149,5370.311209891174,2739.8546736769986,5.449482359409431,5364.861727531765,2739.8546736769986,0.0010147423764515614
150,4789.5013825107935,2366.198588348972,5.462922253027145,4784.038460257766,2366.198588348972,0.0011406035444473188
151,5381.366793628917,2546.8745178297195,5.476395293048231,5375.890398335869,2546.8745178297195,0.0010176588036206378
152,5614.755273024064,2689.703324064154,5.4899015612206625,5609.265371462843,2689.703324064154,0.0009777632851776714
153,5884.531722174276,2717.353277147876,5.503441139494024,5879.028281034783,2717.353277147876,0.0009352385881030746
154,6319.2023772510875,2821.8208204101425,5.5170141100200105,6313.685363141068,2821.8208204101425,0.0008730554555241137
155,6656.248357161773,2991.8129967291534,5.530620555152926,6650.71773660662,2991.8129967291534,0.0008308915560823792
156,6371.436684504291,2868.538887011382,5.5442605574501815,6365.8924239468415,2868.538887011382,0.0008701743157762438
157,6108.127488496929,2672.463115899115,7.363994526853761,6100.763493970075,2672.463115899115,0.001205605898161414
158,6778.798551199448,2984.0021899831636,7.382156123958751,6771.41639507549,2984.0021899831636,0.0010890065648362635
159,7110.168018873106,3068.2024060803706,7.400362512461697,7102.767656360645,3068.2024060803706,0.001040814013511116
160,7176.0848640569775,3046.8885129932705,7.418613802830271,7168.666250254148,3046.8885129932705,0.0010337968325859765
161,7315.313275173895,3102.1720279811702,7.436910105804587,7307.87636506809,3102.1720279811702,0.001016622231483012
162,7597.942821797144,3260.204974946391,7.455251532397872,7590.487570264746,3260.204974946391,0.000981219746878074
163,8002.420763810587,3302.914383820563,7.473638193897146,7994.94712561669,3302.914383820563,0.00093392217361217
164,7810.116878025565,3333.0645764517085,7.492070201863888,7802.624807823701,3333.0645764517085,0.00095927760350725
165,8299.785082471804,3400.3700824097396,7.5105476681347225,8292.27453480367,3400.3700824097396,0.0009049086926354442
166,8303.057848742355,3415.8396410692103,7.5290707048220895,8295.528778037533,3415.8396410692103,0.0009067828795101675
167,8521.185614581465,3472.3655378499625,7.547639424314929,8513.637975157151,3472.3655378499625,0.000885749913885152
168,8143.586554556628,3351.1144535970875,7.566253939279365,8136.020300617348,3351.1144535970875,0.0009291058538630962
169,8376.437966757936,3392.1496517349005,13.45809396424551,8362.97987279369,3392.1496517349005,0.0016066607330770227
170,8590.68022131922,3313.8506466103,13.491285254582351,8577.188936064638,3313.8506466103,0.0015704559949864568
171,8845.181013872692,3417.85927650242,13.524558403595254,8831.656455469098,3417.85927650242,0.0015290312750393094
172,8313.115103555037,3294.90475656632,13.557913613169797,8299.557189941868,3294.90475656632,0.0016309065187094381
173,8132.819149353393,3227.534709798503,13.591351085689462,8119.227798267703,3227.534709798503,0.0016711734069200413
174,8408.65469230155,3348.9208941414427,13.624871024036866,8395.029821277514,3348.9208941414427,0.0016203389867478996
175,7640.657765392838,3203.496056371078,13.658473631594983,7626.999291761243,3203.496056371078,0.001787604425035093
176,7562.488597396611,3149.938462460073,13.692159112248392,7548.796438284363,3149.938462460073,0.0018105361662246898
177,6839.104712324475,3004.0429824261737,13.725927670384502,6825.378784654091,3004.0429824261737,0.002006977264970013
178,7389.927176293308,3218.5057928499405,13.759779510894798,7376.167396782413,3218.5057928499405,0.0018619641550779837
179,7261.645020056008,3155.8735468617306,13.793714839176081,7247.851305216833,3155.8735468617306,0.0018995303131837324
180,6590.049619435528,3000.4301852653134,13.827733861131717,6576.221885574397,3000.4301852653134,0.002098274620019649
181,6590.051298280354,3098.0618194333383,32.10267378861968,6557.948624491734,3098.0618194333383,0.00487138450606549
182,7131.769632070632,3206.363704283302,32.18184764259468,7099.587784428037,3206.363704283302,0.004512463147698593
183,6578.509967787155,3053.5101720411394,32.261216760652495,6546.248751026503,3053.5101720411394,0.004904030991611366
184,7165.566480639126,3200.5076577869013,32.34078162436703,7133.225699014759,3200.5076577869013,0.00451336006884447
185,7258.108549959952,3162.129868324161,32.42054271649988,7225.688007243452,3162.129868324161,0.004466803230254632
186,7700.344992538869,3218.091846028457,32.50050052100327,7667.844492017865,3218.091846028457,0.004220655120321768
187,7703.6283966560795,3289.9018109189674,32.580655523022955,7671.047741133057,3289.9018109189674,0.0042292610501780264
188,8264.344280691148,3248.420594024424,32.66100820890122,8231.683272482247,3248.420594024424,0.003952038673559444
189,8743.754182455075,3481.437625540488,32.741559066179796,8711.012623388895,3481.437625540488,0.003744565364369222
190,9041.474470643796,3626.9586531219716,32.82230858360281,9008.652162060192,3626.9586531219716,0.0036301942443316667
191,8911.785136751323,3585.5866528014903,32.903257251119776,8878.881879500203,3585.5866528014903,0.0036921062106210333
192,8611.006138042874,3477.836867965916,32.98440555988854,8578.021732482986,3477.836867965916,0.0038304937926086882
193,8348.695571974036,3290.6459614069813,59.40706672962729,8289.288505244409,3290.6459614069813,0.00711573038176796
194,9085.205554124948,3426.0170320126986,59.5535805825638,9025.651973542384,3426.0170320126986,0.006555006403297582
195,9477.69936397689,3543.1976947886797,59.70045577818703,9417.998908198702,3543.1976947886797,0.006299045104247369
196,9658.680573061716,3597.935456428936,59.84769320766552,9598.832879854051,3597.935456428936,0.006196259701825332
197,10343.081366430335,3803.8109463382652,59.99529376436569,10283.086072665968,3803.8109463382652,0.00580052419959562
198,10915.808434603729,3960.791403742462,60.14325834385723,10855.665176259872,3960.791403742462,0.0055097392652292895
199,10752.961623575322,3883.5052981065332,60.291587843918535,10692.670035731404,3883.5052981065332,0.005606975078543226
200,11360.797263174221,4036.843393585513,60.44028316454219,11300.35698000968,4036.843393585513,0.0053200740902628425
201,12408.349662895087,4117.356632146,60.589345207940376,12347.760317687147,4117.356632146,0.004882949534306064
202,12105.408072996419,4223.936217820099,60.738774878550394,12044.66929811787,4223.936217820099,0.0050174909026025
203,11994.815954784874,4196.274523748171,60.88857308304012,11933.927381701833,4196.274523748171,0.005076240712034515
204,12102.305157753959,4243.733653834636,61.03874073031353,12041.266417023646,4243.733653834636,0.0050435631835977915
205,12203.370159250248,4069.074049608921,99.56552806802233,12103.804631182225,4069.074049608921,0.008158855035020871
206,12534.798248127508,4305.771124905343,99.81108352025996,12434.987164607248,4305.771124905343,0.007962719586266183
207,12879.127644964885,4227.3717514477485,100.05724457848684,12779.070400386398,4227.3717514477485,0.007768945796387411
208,13249.560826681025,4368.953341158644,100.30401273629076,13149.256813944734,4368.953341158644,0.007570365089709665
209,12916.32205272539,4349.143294340269,100.55138949094304,12815.770663234447,4349.143294340269,0.007784831400183796
210,11687.87682464479,4248.727401686143,100.79937634340769,11587.077448301383,4248.727401686143,0.008624267508608957
211,11398.497452154777,4160.381160575371,101.0479747983505,11297.449477356427,4160.381160575371,0.00886502587051492
212,11753.003307550842,4044.3830456044157,101.29718636414817,11651.706121186693,4044.3830456044157,0.008618834157824896
213,12290.960152328837,4109.9616326563255,101.54701255289748,12189.41313977594,4109.9616326563255,0.008261926757093653
214,13087.683908193565,4256.8635048182705,101.79745488042444,12985.88645331314,4256.8635048182705,0.007778110748586615
215,13585.451582358433,4470.0847985618275,102.04851486629347,13483.40306749214,4470.0847985618275,0.0075116027058541
216,14558.920817977678,4603.430502486927,102.3001940338167,14456.620623943862,4603.430502486927,0.007026633039139423
217,15827.808855070372,4585.352852798676,150.56143500545141,15677.247420064921,4585.352852798676,0.009512462298735664
218,15646.655835473772,4682.788189693746,150.93276012148002,15495.72307535229,4682.788189693746,0.00964632709433593
219,16110.376422881482,4712.650394634048,151.305001025418,15959.071421856064,4712.650394634048,0.009391773168659195
220,17536.89697851306,4865.212813891951,151.67815997584535,17385.218818537214,4865.212813891951,0.008649087701301305
221,18811.825822072497,4920.950539327391,152.0522392369124,18659.773582835584,4920.950539327391,0.008082800716690925
222,16978.333362095174,4761.486039856425,152.4272410783535,16825.906121016822,4761.486039856425,0.008977750514585462
223,21341.303016790782,5097.221730051813,152.80316777550067,21188.499849015283,5097.221730051813,0.007159973674300914
224,25204.206565761742,5277.265800182658,153.18002160929763,25051.026544152446,5277.265800182658,0.006077557776303207
225,26071.32719371474,5334.0529667528135,153.55780486631346,25917.76938884843,5334.0529667528135,0.005889911308517239
226,23845.455406226778,5389.759887732022,153.93651983875657,23691.51888638802,5389.759887732022,0.006455591525358708
227,25642.82982353393,5407.697042594622,154.31616882448853,25488.513654709444,5407.697042594622,0.0060179071454455274
