month,gross1,gross5,debt1,debt5,net1,net5,ltv1,ltv5
1,2901.8057905597916,2933.847225141637,56.08798779376038,48.11838094907058,2845.717802766031,2885.728844192566,0.019328649758790496,0.016401120186736232
2,2881.596083654213,2993.3685965754185,56.22631590264547,48.237053857497465,2825.3697677515675,2945.131542717921,0.01951221277041149,0.01611463884290206
3,2978.430527000373,3065.289183229455,56.36498516596416,48.35601944533119,2922.0655418344086,3016.9331637841237,0.018924391438711944,0.01577535317381879
4,3082.8752746452255,3128.8631269887246,56.50399642509532,48.47527843439814,3026.37127822013,3080.3878485543264,0.018328343313077353,0.015492936720773606
5,3167.6432434475764,3251.5521384716135,56.64335052349289,48.5948315483049,3110.9998929240837,3202.957306923309,0.017881859215258034,0.0149451183554285
6,3254.0374988095737,3240.0433348487804,56.783048306690986,48.71467951244268,3197.2544505028827,3191.3286553363378,0.01745002887258182,0.015035193816232181
7,3295.3753728097963,3332.217810065146,56.92309062230904,48.83482305399168,3238.452282187487,3283.382987011154,0.017273628701598768,0.014655351431855214
8,3317.018060859562,3412.699057357909,57.063478320056944,48.955262901925536,3259.954582539505,3363.743794455984,0.01720324619072761,0.014345027814971299
9,3378.050521093116,3369.647431254814,57.20421225174021,49.07599978701573,3320.846308841376,3320.571431467798,0.01693409020810893,0.014564134909728658
10,3376.658876302144,3444.8565437348448,57.34529327126512,49.19703444183603,3319.313583030879,3395.659509293009,0.016982850614174344,0.014281301359648953
11,3446.6565729866234,3599.5929066150416,57.486722234643935,49.31836760076691,3389.1698507519795,3550.2745390142745,0.01667898179505308,0.013701095896186925
12,3490.988517375258,3679.940029510287,57.62850000000005,49.44000000000005,3433.360017375258,3630.500029510287,0.01650778847113732,0.013435001549897362
13,3524.1182407147007,3517.3676762984283,113.85861522133364,83.43256954681584,3410.259625493367,3433.9351067516122,0.03230839814223793,0.02372017293188347
14,3604.4801899568015,3448.0726339737193,114.13942128237036,83.63833677111478,3490.3407686744313,3364.4342972026047,0.03166598656871472,0.02425654725107286
15,3601.1495060124216,3481.3063360713727,114.42091988690731,83.84461147289913,3486.728586125514,3397.4617245984737,0.031773443367422535,0.024084238322881153
16,3719.3521225317345,3596.5345985933573,114.70311274294357,84.05139490374529,3604.649009788791,3512.483203689612,0.03083954112547592,0.02337010602834703
17,3839.36550118801,3672.256085083507,114.98600156269063,84.25868831831636,3724.3794996253196,3587.997396765191,0.02994921987164563,0.022944665722134768
18,3554.8437558797796,3529.6141975881596,115.26958806258276,84.46649297436979,3439.5741678171967,3445.1477046137898,0.03242606313482123,0.02393080043481439
19,3539.692607156643,3494.319960046474,115.5538739632874,84.67481013276497,3424.1387331933556,3409.6451499137092,0.03264517199308707,0.02423212845444148
20,3270.3725244171897,3256.3238826322186,115.83886098971564,84.88364105747097,3154.533663427474,3171.4402415747477,0.03542069294089339,0.026067321346688672
21,3315.227557717247,3080.149100276678,116.12455087103267,85.09298701557408,3199.103006846214,2995.0561132611037,0.035027625962120106,0.027626255822463433
22,3319.289009940527,3010.3654726524237,116.41094534066823,85.30284927728562,3202.878064599859,2925.062623375138,0.035071048345607606,0.028336376447383824
23,3467.6347210237486,3161.1800089270832,116.69804613632722,85.51322911594957,3350.9366748874213,3075.666779811134,0.03365350030347905,0.027051047037645
24,3413.456160548732,3198.300800901908,116.98585500000014,85.72412780805031,3296.4703055487316,3112.5766730938576,0.034271966446229096,0.02680302233732251
25,3011.775576388171,2845.7115558997352,173.36236147173412,124.56813754787972,2838.413214916437,2721.1434183518554,0.05756151382289794,0.04377398590859456
26,2946.200964379301,2807.039315755165,173.78991982348705,124.87535618010622,2772.4110445558135,2682.1639595750585,0.05898780223232353,0.044486500591286365
27,3020.3285957432627,2840.5890346455667,174.2185326494788,125.18333249635887,2846.110063093784,2715.4057021492076,0.057681979667714246,0.0440694978997476
28,2577.1659916226763,2682.164973061903,174.6482025503273,125.49206836529089,2402.517789072349,2556.672904696612,0.0677675412131147,0.04678760241284927
29,2356.849070400904,2229.9549478134213,175.07893213306434,125.80156566016407,2181.7701382678397,2104.153382153257,0.07428516926766257,0.056414397870916
30,2288.166781609655,2119.7744214424984,175.51072401115132,126.11182625886022,2112.6560575985036,1993.6625951836381,0.0767036412825139,0.05949304085528195
31,2469.5145478342865,2186.0282844698086,175.94358080449516,126.42285204389246,2293.5709670297915,2059.605432425916,0.07124622163444798,0.05783221239269308
32,2429.8512373948447,2040.4345963142212,176.37750513946415,126.73464490241673,2253.4737322553806,1913.6999514118045,0.07258777921259352,0.06211159383954101
33,2447.5778594320805,1954.3200070865703,176.81249964890395,127.0472067262432,2270.7653597831763,1827.272800360327,0.07223978553635484,0.06500839487164674
34,2543.3680712529704,2025.0542040989803,177.2485669721535,127.36053941184775,2366.1195042808167,1897.6936646871327,0.06969048993558899,0.06289241006687772
35,2730.283837538904,2172.8540907153183,177.68570975506105,127.67464486038348,2552.598127783843,2045.1794458549348,0.06507957425965943,0.05875895919838415
36,2905.549488852286,2325.740094997727,178.1239306500003,127.98952497769226,2727.4255582022856,2197.7505700200345,0.06130473128522089,0.05503174032772452
37,2800.893504628312,2200.4940360075525,234.6512201096467,168.3443101861253,2566.242284518665,2032.1497258214272,0.08377727311727466,0.07650296134933379
38,3029.7893327832876,2388.658047835639,235.2299333208373,168.75949266967666,2794.5593994624505,2219.8985551659625,0.07763903937992465,0.07065033558176713
39,3020.1739580801977,2451.412839917601,235.8100737949275,169.1756991052372,2784.36388428527,2282.237140812364,0.07807830842459897,0.0690115089349551
40,3149.936349601299,2489.296690795485,236.3916450519326,169.5929320181488,2913.544704549366,2319.703758777336,0.07504648310809636,0.0681288544853821
41,3134.8865286552546,2483.370811881771,236.97465062054934,170.0111939399815,2897.9118780347053,2313.359617941789,0.07559273627750805,0.06845985026744988
42,3227.282604153283,2566.889205692396,237.55909403817702,170.43048740854894,2989.723510115106,2396.4587182838472,0.0736096348464976,0.06639573185729955
43,3338.1992665614557,2580.956225425193,238.14497885093922,170.85081496792364,3100.0542877105163,2410.1054104572695,0.07133935389550389,0.06619671162372281
44,3202.5012103876547,2463.417751305176,238.7323086137052,171.27217916845248,2963.7689017739494,2292.1455721367233,0.07454557951121188,0.06952624218028328
45,3206.2958314726216,2512.536543179948,239.32108689011145,171.69458256677223,2966.97474458251,2340.8419606131756,0.07464098744132214,0.06833515836130685
46,3350.713864220007,2638.3255996104285,239.9113172525834,172.11802772582496,3110.8025469674235,2466.2075718846036,0.07160006105398407,0.06523759908604142
47,3382.4172726024653,2589.695418335339,240.50300328235699,172.5425172148737,3141.9142693201084,2417.1529011204652,0.07110388337666913,0.06662656773968591
48,3230.2448736968336,2413.6368519378652,241.0961485695005,172.96805360951794,2989.148725127333,2240.6687983283473,0.07463711204456755,0.07166283257178685
49,3151.8101448156394,2277.5108392103843,297.7787445066967,221.6747703313784,2854.031400308943,2055.836068879006,0.09447864269252006,0.09733203746605804
50,3300.418856827812,2438.615194198029,298.5131472231081,222.22148011672903,3001.9057096047036,2216.3937140812995,0.0904470493511915,0.09112609510735438
51,3281.840942051143,2356.534496329643,299.2493611747397,222.7695382358975,2982.5915808764034,2133.7649580937455,0.09118338349076405,0.09453268712291979
52,3448.403346229198,2496.117884996538,299.9873908285862,223.31894801423874,3148.415955400612,2272.7989369822994,0.08699312716901868,0.08946650691321355
53,3471.988875284313,2539.8872873205933,300.72724066265897,223.8697127853089,3171.261634621654,2316.0175745352844,0.08661526619610298,0.08814159348837723
54,3455.583591307759,2464.3039427739054,301.4689151660136,224.42183589088563,3154.1146761417453,2239.88210688302,0.08724110043939734,0.09106905686246992
55,3509.519620372945,2504.734945551278,302.21241883877667,224.97532068098823,3207.3072015341686,2279.75962487029,0.08611218956703298,0.08982001112755363
56,3568.0771008826505,2528.960817468807,302.9577561921735,225.53017051389807,3265.119344690477,2303.4306469549088,0.08490785025840096,0.08917898962927678
57,3553.8210829162826,2669.7511491118266,303.7049317485552,226.086388756179,3250.1161511677274,2443.6647603556476,0.08545870055431533,0.08468444290449821
58,3541.3045208810017,2640.107226648781,304.45395004142625,226.64397878269764,3236.8505708395755,2413.4632478660833,0.08597225916219274,0.08584650520819494
59,3611.6324286447502,2667.837270786461,305.2048156154719,227.20294397664404,3306.4276130292783,2440.634326809817,0.08450605692728225,0.08516371911607117
60,3622.072602100048,2617.7180400761013,305.95753302658585,227.76328772955205,3316.115069073462,2389.9547523465494,0.08447029274045866,0.08700833483308638
61,3441.007451813227,2505.9175056179897,362.8000946356583,286.3174408404487,3078.2073571775686,2219.600064777541,0.10543426589921566,0.11425653087085136
