month,gross1,gross5,debt1,net1,net5,ltv1
151,5666.321232656514,3140.137731086436,160.03174625147813,5506.289486405036,3140.137731086436,0.02824261803746188
152,6018.456106091962,3382.5002298540053,160.4264277098671,5858.029678382095,3382.5002298540053,0.026655744410511082
153,6248.8063503157855,3474.5819738221044,160.82208255920662,6087.984267756578,3474.5819738221044,0.02573644845804502
154,6488.032389693074,3516.876809866346,161.2187132001413,6326.813676492933,3516.876809866346,0.024848629525378804
155,6773.727691431194,3632.178393559675,161.6163220392365,6612.111369391958,3632.178393559675,0.023859288327117447
156,6482.117274921788,3513.4990919756865,162.01491148899277,6320.102363432795,3513.4990919756865,0.024994134573251395
157,6633.888565451356,3506.2787490133396,190.84508888607493,6443.043476565281,3506.2787490133396,0.028768208420017413
158,6766.461286731094,3522.141626315486,191.31576435998727,6575.145522371107,3522.141626315486,0.028274123837101373
159,6724.253002305407,3483.9552604633755,191.7876006465935,6532.465401658814,3483.9552604633755,0.028521770459981086
160,6786.053561887176,3528.35134081324,192.26060060877083,6593.7929612784055,3528.35134081324,0.028331724595952623
161,6993.22806568194,3521.9938132466946,192.7347671164572,6800.493298565483,3521.9938132466946,0.027560200426219445
162,7212.930938887132,3628.4390465752717,193.2101030466685,7019.720835840463,3628.4390465752717,0.026786628720512677
163,7478.411461771156,3698.7362840659616,193.68661128351619,7284.72485048764,3698.7362840659616,0.025899432289012387
164,7463.605234952728,3663.006438514408,194.16429471822465,7269.440940234504,3663.006438514408,0.02601481303016081
165,7195.716028255284,3423.117838276382,194.6431562491489,7001.072872006135,3423.117838276382,0.02704986626554567
166,6341.247407793224,2954.927984236811,195.12319878179196,6146.124209011432,2954.927984236811,0.030770475623138557
167,7204.657080607727,3181.467730005944,195.6044252288227,7009.052655378904,3181.467730005944,0.027149720387847118
168,7501.949448177897,3360.352180765157,196.08683851009337,7305.862609667804,3360.352180765157,0.026138117813859666
169,7816.2105275368995,3275.1775707105417,220.91011258584166,7595.300414951058,3275.1775707105417,0.028263070935405886
170,8466.171101371503,3400.7951674595906,221.4549365189083,8244.716164852594,3400.7951674595906,0.02615762590517844
171,8925.133703681575,3605.3264797809034,222.00110413477233,8703.132599546803,3605.3264797809034,0.024873700664360687
172,8547.266418220857,3456.9361854091567,222.54861874731796,8324.71779947354,3456.9361854091567,0.026037402820730398
173,8332.6256650437,3331.6619954991484,223.0974836786024,8109.528181365098,3331.6619954991484,0.02677397169232279
174,9312.206795004367,3721.957576256452,223.64770225887597,9088.559092745492,3721.957576256452,0.024016616810835233
175,9852.238031259485,3827.7384686371647,224.1992778266022,9628.038753432882,3827.7384686371647,0.022756177542123508
176,9988.057724904265,3801.1134436111,224.75221372847827,9763.305511175788,3801.1134436111,0.022502093992516698
177,10261.724281473922,3870.491847213204,225.30651331945515,10036.417768154466,3870.491847213204,0.021956009257256492
178,10686.877861849925,4068.1137730518517,225.86217996275806,10461.015681887167,4068.1137730518517,0.02113453366666069
179,11352.930213869762,4122.040956324364,226.41921702990683,11126.510996839856,4122.040956324364,0.01994368086164158
180,11040.055852528545,4159.911994724223,226.97762790073637,10813.078224627809,4159.911994724223,0.02055946373212875
181,11663.383828337615,4120.90871142837,253.7937838473114,11409.590044490304,4120.90871142837,0.021759875828718626
182,11613.115131879684,4139.481053670715,254.4197077848126,11358.69542409487,4139.481053670715,0.021907963961055862
183,11938.823330599724,4207.350204723406,255.04717541960062,11683.776155180123,4207.350204723406,0.021362840236181704
184,11382.096537763817,4061.5834108409836,255.6761905588494,11126.420347204967,4061.5834108409836,0.022463013708464014
185,11830.975338324193,4238.23987795832,256.3067570191225,11574.66858130507,4238.23987795832,0.021664042878093533
186,12168.462595434368,4140.117042796348,256.93887862639593,11911.523716807973,4140.117042796348,0.02111514717749142
187,12599.902657202734,4270.487963859426,257.5725592160818,12342.330097986653,4270.487963859426,0.020442424534830868
188,11838.2609874941,4116.339703331501,258.2078026330513,11580.05318486105,4116.339703331501,0.021811294995592777
189,11600.106300693938,4031.8609955057977,258.8446127316582,11341.26168796228,4031.8609955057977,0.02231398627064078
190,11982.478256701395,4183.710634305544,259.4829933757619,11722.995263325633,4183.710634305544,0.021655202522954033
191,10848.514863331398,4001.0664820264124,260.12294843875145,10588.391914892647,4001.0664820264124,0.023977747342908837
192,10766.135272325218,3934.228408846728,260.76448180356846,10505.37079052165,3934.228408846728,0.024220806743332865
193,9512.4015497118,3629.480691399084,297.1400043546433,9215.261545357156,3629.480691399084,0.03123711744103631
194,10248.804516416376,3887.610109959276,297.87283176552535,9950.93168465085,3887.610109959276,0.029064153900915688
195,10099.373210895912,3812.5735984977437,298.60746652649914,9800.765744369413,3812.5735984977437,0.029566930569942744
196,9059.48108777932,3626.249651977559,299.3439130949776,8760.137174684343,3626.249651977559,0.03304205949486158
197,9146.080147943965,3889.3647542372487,300.08217593936683,8845.997972004598,3889.3647542372487,0.03280992196496607
198,10032.329251563278,4024.8359086010514,300.82225953909324,9731.506992024186,4024.8359086010514,0.02998528576922631
199,9229.370985624426,3833.2620684821263,301.5641683846306,8927.806817239796,3833.2620684821263,0.032674400980775814
200,10113.110408895816,4017.349811634502,302.3079069775275,9810.80250191829,4017.349811634502,0.02989267344610495
201,10271.378700553041,3969.397203312656,303.0534798304346,9968.325220722607,3969.397203312656,0.029504654503111377
202,10896.612158257743,4039.494100031947,303.8008914671318,10592.811266790612,4039.494100031947,0.027880306929792247
203,10870.763933685732,4129.566594291453,304.5501464225561,10566.213787263176,4129.566594291453,0.028015523865699325
204,11736.493354131522,4077.598251861339,305.3012492428287,11431.192104888694,4077.598251861339,0.026012987016718708
205,12316.393683378765,4215.636654866087,355.01473341905927,11961.378949959706,4215.636654866087,0.028824568501586566
206,12742.266572539518,4391.010043550084,355.89029552481315,12386.376277014704,4391.010043550084,0.027929905052510973
207,12516.70975905467,4341.777917960808,356.76801700292225,12159.941742051747,4341.777917960808,0.02850333864655078
208,12097.119619715862,4212.50755229532,357.64790317898127,11739.471716536882,4212.50755229532,0.029564715768875045
209,11843.024305234758,4128.773897824774,358.5299593917194,11484.494345843039,4128.773897824774,0.030273513770738853
210,12977.912691904503,4298.235876596191,359.41419099303243,12618.49850091147,4298.235876596191,0.02769429873089157
211,13555.029528136696,4445.033963540851,360.30060334801556,13194.72892478868,4445.033963540851,0.02658058417358116
212,13795.293910834764,4513.723800636216,361.1892018349956,13434.104708999768,4513.723800636216,0.026182059198558948
213,14846.297814828386,4771.808857526478,362.0799918455637,14484.217822982822,4771.808857526478,0.02438857123584848
214,15775.2136552517,4968.603182341011,362.9729787846084,15412.240676467092,4968.603182341011,0.023009068955701383
215,15574.4230810259,4871.850345864753,363.8681680703479,15210.554912955551,4871.850345864753,0.023363187591432737
216,16493.734156608363,5064.008388294679,364.7655651343633,16128.968591474,5064.008388294679,0.022115402229168142
217,18065.670906906988,4995.839929349969,437.2015306244257,17628.469376282563,4995.839929349969,0.024200680554701783
218,17526.141179472892,5124.561055946705,438.2797875438096,17087.861391929084,5124.561055946705,0.025007203984932815
219,17375.832232015142,5090.2849358094445,439.3607037356406,16936.4715282795,5090.2849358094445,0.025285735835208753
220,17510.4285691127,5147.177779755711,440.44428575840186,17069.984283354297,5147.177779755711,0.025153255616788158
221,17867.39783261272,5094.074440931782,441.5305401867517,17425.86729242597,5094.074440931782,0.0247115189532995
222,18231.84919456216,5390.563089906994,442.6194736115632,17789.229720950596,5390.563089906994,0.02427726715420502
223,18814.874173055738,5292.261188044726,443.71109263996436,18371.163080415772,5292.261188044726,0.023582995483190143
224,19382.93928270842,5469.6304961925025,444.80540389537816,18938.13387881304,5469.6304961925025,0.022948294755903736
225,18860.22104178603,5444.796062342822,445.90241401756265,18414.318627768465,5444.796062342822,0.023642480808132485
226,16882.940388562296,5318.905656366163,447.0021296626514,16435.938258899645,5318.905656366163,0.02647655677120571
227,16415.229950630226,5208.316477075877,448.10455750319375,15967.125393127033,5208.316477075877,0.02729809809858861
228,17061.72491116755,5063.326774692997,449.2097042281954,16612.51520693935,5063.326774692997,0.02632850468326157
229,17819.092507914105,4975.828073798684,522.117663281383,17296.97484463272,4975.828073798684,0.029301024339454525
230,19069.44925348377,5153.46005338246,523.4053462919197,18546.04390719185,5153.46005338246,0.0274473236921774
231,19831.35242088643,5410.807978743607,524.6962050761416,19306.656215810286,5410.807978743607,0.026457913406023197
232,21383.79170807822,5571.290553737326,525.9902474663634,20857.801460611856,5571.290553737326,0.02459761368081688
233,23618.020982672093,5726.260395115865,527.2874813142162,23090.733501357878,5726.260395115865,0.022325642004513115
234,23263.59949765132,5847.925756495268,528.5879144906955,22735.011583160627,5847.925756495268,0.022721673597590152
235,24127.57282131105,5885.3242320954705,529.891554886209,23597.68126642484,5885.3242320954705,0.021962074627671378
236,26623.338340980055,6076.363199405761,531.1984104106238,26092.139930569432,6076.363199405761,0.019952359227354107
237,29013.742022133876,6146.227731031797,532.5084889933153,28481.23353314056,6146.227731031797,0.018353664569950252
238,25782.25986183071,5945.8341017429975,533.8217985832146,25248.438063247493,5945.8341017429975,0.02070500419451244
239,33170.73065194847,6366.748302056758,535.1383471488572,32635.59230479961,6366.748302056758,0.01613284774350977
240,39795.06563604511,6592.426080657028,536.4581426784309,39258.60749336668,6592.426080657028,0.013480519107186097
241,41206.98239802748,6465.157254340944,640.3675478304891,40566.614850196995,6465.157254340944,0.015540267948888744
242,37357.68181745673,6533.14180638703,641.9468669568677,36715.734950499864,6533.14180638703,0.017183798237097644
243,40575.784984747006,6553.679315125678,643.5300811102685,39932.254903636735,6553.679315125678,0.015859953944259618
