month,gross1,gross5,debt1,debt5,net1,net5,ltv1,ltv5
109,3790.7811192080526,2420.67059421253,642.9859228909157,736.2619016965019,3147.7951963171367,1684.4086925160282,0.169618319462677,0.304156172036293
110,3771.0453043397933,2461.9866440470223,644.5716996365584,738.0777221691549,3126.4736047032347,1723.9089218778674,0.17092653299465072,0.29978949071628597
111,3841.443884348458,2537.897880603684,646.1613873354544,739.8980209449514,3195.2824970130036,1797.9998596587325,0.16820794648808177,0.29153971347694796
112,3877.4246964803115,2534.072982044312,647.7549956330696,741.7228090685953,3229.669700847242,1792.3501729757168,0.16705804660012144,0.2926998607870502
113,3948.096072028226,2535.4523293531656,649.3525341986582,743.5520976120293,3298.7435378295677,1791.9002317411364,0.16447232345718252,0.2932621090934576
114,3959.1007210323974,2539.450056736572,650.9540127253211,745.3858976745029,3308.146708307076,1794.0641590620694,0.16441966461403254,0.2935225663120119
115,4015.103974535444,2563.9296178866907,652.5594409300654,747.2242203826389,3362.544533605379,1816.7053975040517,0.16252616247766483,0.291437103097446
116,4120.8702369975335,2604.884789987058,654.1688285538627,749.0670768905018,3466.701408443671,1855.8177130965562,0.15874531128902766,0.28756245948759346
117,4176.204669578092,2642.215114295816,655.7821853617083,750.9144783796647,3520.4224842163835,1891.3006359161514,0.15702826782863585,0.2841988429771711
118,4251.398287713553,2695.808137938253,657.3995211426811,752.7664360592777,3593.9987665708722,1943.0417018789753,0.15463136517755843,0.2792359090639854
119,4316.829729367666,2696.840631717768,659.0208457100023,754.6229611661355,3657.8088836576635,1942.2176705516322,0.15266315491357968,0.27981741015429384
120,4293.316510131934,2769.59306835767,660.6461689010948,756.4840649647458,3632.670341230839,2013.109003392924,0.1538778162155096,0.2731390663875868
121,4349.456277957661,2716.3559484795755,718.3634883714043,820.6054416546718,3631.0927895862565,1895.7505068249038,0.16516167595751083,0.3020979051416251
122,4326.751633017075,2743.6524428212783,720.1351665283013,822.6292760504126,3606.6164664887733,1921.0231667708658,0.16643783318483338,0.2998299869222899
123,4354.24288890374,2768.393959964202,721.9112141214829,824.6581017677478,3632.3316747822573,1943.7358581964545,0.16579488846641652,0.29788321810180923
124,4528.467150064565,2848.822735768132,723.6916419271578,826.6919311166229,3804.7755081374075,2022.1308046515092,0.15980940524584342,0.2901872133836789
125,4433.904120705669,2738.8313967487156,725.4764607481115,828.7307764373431,3708.4276599575574,1910.1006203113725,0.16362024098812714,0.3025855397382748
126,4364.8676138798,2691.491173440936,727.2656814137724,830.7746501006483,3637.6019324660274,1860.716523340288,0.16661803879255063,0.3086670535272626
127,4360.306496955327,2742.683273188582,729.0593147802771,832.8235645077876,3631.24718217505,1909.8597086807945,0.16720368517427792,0.3036528397752489
128,4552.987443929277,2790.4112277699314,730.8573717305361,834.8775320905954,3822.130072198741,1955.533695679336,0.16052259768583907,0.2991951594023011
129,4637.594819415179,2838.2319442277685,732.6598631743004,836.9365653115659,3904.9349562408784,2001.2953789162025,0.15798272417138245,0.2948795523965823
130,4756.006075667425,2912.8058378653773,734.4668000482274,839.0006766639295,4021.5392756191973,2073.805161201448,0.1544293233362107,0.28803865529148465
131,4898.331818925661,2946.6638875815493,736.278193315947,841.0698786717281,4162.053625609714,2105.5940089098212,0.1503120287750194,0.2854312234986629
132,4866.404608075067,2933.591571530628,738.0940539681285,843.1441838898913,4128.310554106938,2090.4473876407365,0.15167132891978863,0.2874102148616323
133,4376.492651008813,2669.333873193539,796.0023808163077,901.5314003876604,3580.490270192505,1767.8024728058788,0.18188134752901355,0.33773647030114134
134,4365.648966715493,2692.1583933822953,797.9655374267967,903.7548200292191,3567.683429288696,1788.4035733530764,0.18278279896313973,0.33569897753816264
135,4171.741810777382,2511.0608069337723,799.9335357110924,905.983723223431,3371.8082750662898,1605.0770837103414,0.19175048984204252,0.36079720599427356
136,4431.188200885754,2704.510620364321,801.9063876100687,908.218123494216,3629.281813275685,1796.292496870105,0.18096870438718332,0.33581606840644285
137,4581.117389305252,2778.013159961334,803.8841050940487,910.4580343988482,3777.233284211203,1867.555125562486,0.17547773540375516,0.32773712073110567
138,4752.866892132236,2811.7872574921557,805.8667001628775,912.7034695280371,3947.0001919693586,1899.0837879641185,0.1695538121416543,0.32459904891313895
139,4949.335595803165,2903.8181978111807,807.8541848459953,914.9544425060108,4141.48141095717,1988.86375530517,0.16322477415575187,0.3150866824912381
140,4763.371185659522,2809.2362164040783,809.84657120251,917.2109669905983,3953.524614457012,1892.02524941348,0.17001542387471555,0.32649834201719813
141,4936.761417545909,2905.185821556302,811.8438713212705,919.4730566733126,4124.9175462246385,1985.7127648829894,0.16444867447632144,0.31649371611649707
142,5031.461598027794,2918.313805549261,813.8460973209402,921.7407252794337,4217.615500706854,1996.5730802698272,0.16175142778391619,0.3158470221833979
143,5023.736323049812,2886.4773995650266,815.8532613500702,924.0139865680917,4207.883061699742,1962.463412996935,0.16239969793135592,0.32011821284564174
144,5053.733121772088,2923.4409836147097,817.8653755871733,926.2928543323504,4235.867746184915,1997.1481292823592,0.16183390691204314,0.316850197942778
145,5081.403714117505,2818.7293336487464,875.9704400345581,979.2692775720103,4205.433274082947,1839.4600560767362,0.17238749159034084,0.3474151511753633
146,5238.849716299796,2903.740336786051,878.1308194522469,981.6844197902318,4360.718896847548,1922.0559169958192,0.16761901314330344,0.3380758283906302
147,5406.669650404837,2959.7548352452577,880.2965269483902,984.105518400702,4526.373123456447,1975.6493168445559,0.16281677703065806,0.3324956197999267
148,5427.848331863499,2931.2862395029483,882.467575663467,986.5325880934909,4545.380756200032,1944.7536514094575,0.1625814727510075,0.33655279883576805
149,5241.532229778719,2739.854673676994,884.6439787703639,988.9656435948983,4356.888251008355,1750.8890300820958,0.16877583500191715,0.36095551092411304
150,4669.502124926932,2366.198588348968,886.8257494744557,991.4046996675432,3782.6763754524763,1374.7938886814245,0.18991869491618074,0.4189862611486481
151,5257.228477005797,2546.874517829715,889.0129010136851,993.8497711104532,4368.215575992112,1553.0247467192617,0.169102960790476,0.3902232968891412
152,5486.360919136184,2689.7033240641485,891.2054466586432,996.3008727591538,4595.155472477541,1693.4024513049949,0.1624401784341526,0.3704129239256546
153,5755.591123118427,2717.353277147871,893.4033997126497,998.7580194857594,4862.187723405777,1718.5952576621114,0.15522356967369083,0.3675480946423183
154,6187.401266541862,2821.8208204101375,895.6067735118344,1001.221226199063,5291.794493030028,1820.5995942110744,0.14474683876650996,0.35481389142686265
155,6526.029606657521,2991.8129967291475,897.815581425217,1003.6905078446266,5628.214025232304,1988.1224888845209,0.13757454923424062,0.3354790252405244
156,6243.7420535591,2868.538887011377,900.0298368547893,1006.1658794048719,5343.712216704311,1862.373007606505,0.1441491062786215,0.35075901671082393
157,5983.390583642506,2672.463115899111,958.337541029356,1062.9292833657512,5025.05304261315,1609.5338325333598,0.16016630163661308,0.39773393954144215
158,6648.661726548983,2984.0021899831586,960.7010599384605,1065.5507537274125,5687.960666610523,1918.451436255746,0.14449540365428046,0.35708779212840536
159,6981.88258647638,3068.2024060803656,963.0704079228068,1068.1786893421859,6018.812178553573,2000.0237167381797,0.13793849953710688,0.34814479228141476
160,7050.765540518803,3046.888512993265,965.445599358467,1070.8131061551294,6085.319941160336,1976.0754068381357,0.13692776958903508,0.3514447941198748
161,7193.565233896448,3102.172027981165,967.8266486569684,1073.4540201506263,6225.73858523948,2028.7180078305385,0.13454060916783234,0.3460330408720789
162,7475.073390120547,3260.204974946385,970.213570265381,1076.1014473524817,6504.859819855165,2184.103527593903,0.12979318324120626,0.33007171500625615
163,7881.216529122169,3302.9143838205578,972.6063786664054,1078.7554038240194,6908.610150455764,2224.1589799965386,0.12340815343322852,0.3266071349316048
164,7688.799279071202,3333.0645764517026,975.0050883784601,1081.41590566818,6713.794190692743,2251.648670783523,0.12680849804889685,0.32445093122660956
165,8174.635744462422,3400.370082409734,977.4097139557701,1084.0829690276178,7197.226030506652,2316.2871133821163,0.1195661488180531,0.318813229958594
166,8176.273322667196,3415.8396410692044,979.8202699884553,1086.7566100847998,7196.453052678741,2329.0830309844046,0.11983702492822566,0.3181521161059628
167,8395.362644858584,3472.365537849957,982.2367711026183,1089.4368450621032,7413.125873755966,2382.928692787854,0.11699753931465383,0.313744861589851
168,8019.288408022361,3351.1144535970816,984.6592319604338,1092.1236902219139,7034.629176061928,2258.9907633751677,0.12278635981908285,0.3258986541177756
169,8251.880157018833,3392.1496517348946,1043.175655053998,1145.0319700588993,7208.704501964836,2247.1176816759953,0.12641672385010344,0.3375534948681523
170,8466.170079429116,3313.850646610294,1045.748407639261,1147.8559277949769,7420.421671789854,2165.9947188153174,0.12352083620197919,0.3463813099027585
171,8721.103177661342,3417.8592765024136,1048.3275053264563,1150.6868501726572,7672.775672334886,2267.1724263297565,0.12020583680418934,0.33666887869947226
172,8192.766171803862,3294.9047565663136,1050.9129637643175,1153.5247543686253,7141.853208039544,2141.3800021976886,0.12827327690385312,0.3500935048486004
173,8014.460616860948,3227.534709798497,1053.5047986401714,1156.3696576019286,6960.955818220777,2071.1650521965685,0.13145049292821923,0.3582826403357638
174,8291.407930771857,3348.9208941414363,1056.1030256800345,1159.2215771340814,7235.304905091822,2189.6993170073547,0.12737318372197381,0.34614779320765987
175,7527.71033272782,3203.496056371072,1058.7076606487076,1162.0805302691695,6469.002672079112,2041.4155261019025,0.1406413921170454,0.36275385073692806
176,7449.8645528074685,3149.938462460067,1061.3187193498718,1164.946534353955,6388.545833457597,1984.991928106112,0.14246147857143465,0.3698315215479304
177,6727.4209171949215,3004.042982426168,1063.9362176261845,1167.819606777982,5663.484699568737,1836.2233756481858,0.15814919725133023,0.3887493000632138
178,7272.296674881638,3218.505792849934,1066.560171359375,1170.699764973682,6205.736503522263,2047.806027876252,0.14666070693227518,0.3637401453725664
179,7147.263987200925,3155.873546861724,1069.1905964703417,1173.5870264164796,6078.073390730583,1982.2865204452446,0.14959439001903546,0.37187390717334745
180,6478.290352602277,3000.4301852653075,1071.8275089192477,1176.4814086248982,5406.46284368303,1823.9487766404093,0.16544913095608677,0.3921042437189286
181,6477.429372219773,3098.061819433332,1130.5589124993792,1217.2300799489808,5346.870459720393,1880.8317394843511,0.17453820760255453,0.3929005135771064
182,7016.029323135656,3206.3637042832947,1133.347175771085,1220.2320977010977,5882.682147364571,1986.131606582197,0.1615368356619925,0.38056571563326475
183,6465.544034148606,3053.510172041132,1136.1423156522148,1223.2415192388526,5329.401718496391,1830.2686528022796,0.1757226166354343,0.400601750221507
184,7049.037202382971,3200.507657786894,1138.944349102343,1226.2583628219782,5910.092853280628,1974.2492949649159,0.16157445568840462,0.3831449550943798
185,7144.571790152725,3162.129868324154,1141.7532931228702,1229.2826467552406,6002.818497029855,1932.8472215689133,0.15980709924372719,0.388751473830747
186,7583.3859680110545,3218.0918460284493,1144.5691647571273,1232.3143893885506,6438.816803253927,1985.7774566398987,0.15093114996193727,0.3829332562118727
187,7584.897556957727,3289.90181091896,1147.3919810904786,1235.3536091170745,6437.505575867248,2054.5482018018856,0.1512732337482872,0.3754986258304184
188,8147.9631638627125,3248.420594024417,1150.2217592504257,1238.400324381346,6997.741404612287,2010.0202696430708,0.14116678439978847,0.3812315211458229
189,8624.295775189716,3481.43762554048,1153.058516406711,1241.4545536673788,7471.237258783005,2239.983071873101,0.13369886034333583,0.35659250206289356
190,8921.044593111723,3626.958653121963,1155.9022697714222,1244.5163155067773,7765.1423233403,2382.4423376151854,0.12957028268460155,0.3431294466055024
191,8791.145956956423,3585.5866528014817,1158.7530365990967,1247.5856284768504,7632.392920357326,2338.0010243246315,0.13180910000500867,0.34794463201777315
192,8493.699827371416,3477.836867965908,1161.6108341868262,1250.6625112007234,7332.08899318459,2227.1743567651847,0.1367614652973103,0.3596093085102643
193,8233.55194891683,3290.6459614069736,1220.563667668122,1283.4936574138628,7012.988281248707,2007.1523039931108,0.1482426630986028,0.39004307131997956
194,8965.867138310616,3426.0170320126904,1223.573906946864,1286.6590990240861,7742.293231363752,2139.3579329886043,0.1364702251407012,0.37555537144198303
195,9354.037355721946,3543.197694788671,1226.5915702877467,1289.8323474672686,8127.4457854342,2253.3653473214026,0.1311296420617168,0.36403059004140575
196,9533.716939894448,3597.9354564289274,1229.6166760005099,1293.0134219971667,8304.100263893939,2304.922034431761,0.12897558043233906,0.3593764917841317
